date,user_name,day,week,day_of_week,phase,is_training_day,total_sets,training_volume_load,average_rpe,session_duration_min,compound_sets,isolation_sets,effective_reps,time_under_tension_min,calories,protein_g,carbs_g,fats_g,protein_g_per_kg,fiber_g,hydration_liters,meals_per_day,vitamin_d_iu,creatine_g,calorie_surplus,tdee_estimate,sleep_duration_hours,sleep_quality_1_10,deep_sleep_percent,rem_sleep_percent,sleep_efficiency_percent,sleep_latency_min,awakenings_count,weight_kg,estimated_muscle_mass_kg,body_fat_percent,daily_muscle_gain_g,hrv_rmssd,resting_heart_rate,perceived_stress_1_10,weekly_weight_trend_kg,calories_7d_avg,protein_7d_avg,sleep_7d_avg,training_volume_7d_avg,weight_7d_avg,weight_trend_14d,cumulative_training_volume,training_consistency_7d,recovery_score,training_stress_balance,protein_adequacy_ratio,calorie_surplus_per_kg,phase_encoded,age,sex_encoded,training_age_years,experience_level_encoded,muscle_gain_kg_per_week,weight_change_kg_per_week,user_id
2024-02-19,Alex_Beginner,50,8,0,building,False,0.0,0,0.0,0,0,0,0,0.0,2670,122.3,234.3,138.2,1.73,8.2,2.7,4,2364,0,-208,2878,7.3,7.6,21.2,23.8,88.6,32,2,70.43,25.74,16.0,14.0,48.4,60,2.5,0.098,2221.285714285714,111.74285714285713,7.542857142857143,1.7142857142857142,70.61571428571429,-1.4270769230769398,76.6,0.2857142857142857,1.47136,0.0,0.961111111111111,-2.9532869515831317,1,22,1,0.5,1,0.098,-0.9799999999999045,0
2024-02-20,Alex_Beginner,51,8,1,building,True,6.0,6311,6.5,51,3,3,38,3.4,2485,147.6,308.3,73.5,2.1,10.8,2.6,5,1896,5,-390,2875,8.4,8.7,25.2,26.7,87.7,5,3,70.43,25.79,16.0,48.0,45.8,61,5.2,0.336,2289.8571428571427,113.38571428571427,7.814285714285715,1.7142857142857142,70.5257142857143,-1.6049230769230995,82.6,0.2857142857142857,0.7662692307692306,0.6382978723404255,1.1666666666666667,-5.537413034218372,1,22,1,0.5,1,0.336,0.0,0
2024-02-21,Alex_Beginner,52,8,2,building,False,0.0,0,0.0,0,0,0,0,0.0,2582,133.1,251.5,115.9,1.89,8.8,2.2,4,2443,5,-294,2875,7.7,7.7,17.6,22.4,88.4,66,1,69.91,25.81,16.1,15.2,37.6,64,2.7,0.106,2385.5714285714284,115.35714285714286,7.7,1.7142857142857142,70.47142857142858,-1.727384615384635,82.6,0.2857142857142857,1.0722962962962963,0.0,1.0499999999999998,-4.205406951795165,1,22,1,0.5,1,0.1064,-3.6400000000000716,0
2024-02-22,Alex_Beginner,53,8,3,building,True,6.0,3577,6.0,65,3,3,20,5.6,2325,119.6,206.7,113.4,1.71,7.2,2.2,5,2128,0,-541,2867,8.3,8.5,26.6,25.1,90.8,25,3,70.62,25.85,15.8,37.5,54.0,59,3.2,0.263,2463.4285714285716,118.38571428571429,7.828571428571429,1.7142857142857142,70.41571428571429,-1.4449230769230856,88.6,0.2857142857142857,1.434375,0.6451612903225806,0.95,-7.6607193429623335,1,22,1,0.5,1,0.2625,4.970000000000056,0
2024-02-23,Alex_Beginner,54,8,4,building,False,0.0,0,0.0,0,0,0,0,0.0,2661,127.5,164.5,165.9,1.81,5.8,2.5,4,1419,5,-217,2879,7.5,6.1,18.9,20.3,85.9,5,0,70.17,25.86,16.1,13.2,46.3,61,5.4,0.092,2494.8571428571427,122.39999999999999,7.828571428571429,1.7142857142857142,70.36714285714285,-1.2120000000000057,88.6,0.2857142857142857,0.5230185185185184,0.0,1.0055555555555555,-3.092489667949266,1,22,1,0.5,1,0.0924,-3.15000000000002,0
2024-02-24,Alex_Beginner,55,8,5,building,True,6.0,4343,7.9,60,3,3,31,3.8,2573,142.5,348.8,67.5,2.03,12.2,2.3,4,1870,0,-298,2871,7.9,9.5,19.2,22.6,80.0,5,0,70.06,25.93,16.0,73.7,55.6,58,2.3,0.516,2599.0,127.77142857142856,7.828571428571429,2.5714285714285716,70.31285714285714,-0.8890769230769457,94.6,0.42857142857142855,2.296521739130435,0.6741573033707865,1.1277777777777775,-4.253497002569226,1,22,1,0.5,1,0.5159,-0.769999999999996,0
2024-02-25,Alex_Beginner,56,8,6,building,False,0.0,0,0.0,0,0,0,0,0.0,2989,133.0,293.7,142.5,1.9,10.3,2.2,4,1791,5,120,2869,7.6,9.3,24.2,20.5,94.4,7,1,69.91,25.94,16.0,11.2,73.1,53,3.0,0.079,2612.1428571428573,132.22857142857143,7.814285714285715,2.5714285714285716,70.21857142857142,-0.6086153846153937,94.6,0.42857142857142855,2.2661000000000002,0.0,1.0555555555555556,1.7164926333857817,1,22,1,0.5,1,0.0784,-1.0500000000000398,0
2024-02-26,Alex_Beginner,57,9,0,cutting,False,0.0,0,0.0,0,0,0,0,0.0,1588,97.9,179.8,53.0,1.4,6.3,2.3,4,2357,5,-1279,2867,8.4,5.9,23.3,24.0,92.0,8,2,70.43,25.95,15.1,8.3,46.9,61,4.0,0.058,2457.5714285714284,128.74285714285716,7.971428571428572,2.5714285714285716,70.21857142857144,-0.37507692307695517,94.6,0.42857142857142855,0.6917750000000001,0.0,0.7777777777777777,-18.159875053244356,2,22,1,0.5,1,0.0581,3.6400000000000716,0
2024-02-27,Alex_Beginner,58,9,1,cutting,True,5.4,4567,9.0,71,3,2,38,3.2,1578,98.6,266.0,33.3,1.4,9.3,1.8,4,1804,0,-1297,2875,8.1,9.5,24.5,24.5,90.4,5,1,70.28,26.0,15.2,49.4,49.8,60,4.3,0.346,2328.0,121.74285714285715,7.928571428571429,2.4857142857142853,70.19714285714286,-0.25415384615386843,100.0,0.42857142857142855,1.100232558139535,0.5934065934065935,0.7777777777777777,-18.454752418895843,2,22,1,0.5,1,0.3458,-1.0500000000000398,0
2024-02-28,Alex_Beginner,59,9,2,cutting,False,0.0,0,0.0,0,0,0,0,0.0,2471,131.7,180.5,135.8,1.87,6.3,2.6,4,1623,5,-402,2873,8.4,7.3,24.7,15.5,85.5,45,1,70.11,26.01,15.2,11.3,39.8,63,3.8,0.079,2312.1428571428573,121.54285714285713,8.028571428571428,2.4857142857142853,70.22571428571429,-0.32092307692309724,100.0,0.42857142857142855,0.764578947368421,0.0,1.038888888888889,-5.733846812152332,2,22,1,0.5,1,0.0791,-1.190000000000012,0
2024-02-29,Alex_Beginner,60,9,3,cutting,False,0.0,0,0.0,0,0,0,0,0.0,2049,137.7,245.3,57.5,1.96,8.6,1.9,3,2372,5,-821,2870,8.2,6.8,25.2,22.9,98.0,5,1,70.39,26.02,15.1,9.9,55.4,58,3.4,0.07,2272.714285714286,124.12857142857145,8.014285714285714,1.6285714285714286,70.19285714285715,-0.16000000000002784,100.0,0.2857142857142857,1.108,0.0,1.0888888888888888,-11.663588577923,2,22,1,0.5,1,0.0693,1.960000000000008,0
2024-03-01,Alex_Beginner,61,9,4,cutting,False,0.0,0,0.0,0,0,0,0,0.0,1618,98.5,213.1,41.3,1.4,7.5,2.3,3,2359,0,-1256,2875,7.1,8.5,32.9,22.2,91.1,28,2,69.91,26.03,15.3,5.6,38.4,63,5.7,0.039,2123.714285714286,119.9857142857143,7.957142857142857,1.6285714285714286,70.15571428571428,-0.19138461538463444,100.0,0.2857142857142857,0.5726315789473684,0.0,0.7777777777777777,-17.96595622943785,2,22,1,0.5,1,0.0392,-3.360000000000028,0
2024-03-02,Alex_Beginner,62,9,5,cutting,False,0.0,0,0.0,0,0,0,0,0.0,2559,185.8,174.4,124.3,2.66,6.1,2.1,3,1415,0,-307,2867,7.4,9.0,17.0,24.8,87.8,5,2,70.13,26.04,15.1,13.2,52.2,59,3.5,0.092,2121.714285714286,126.17142857142858,7.885714285714286,0.7714285714285715,70.16571428571429,-0.17646153846155557,100.0,0.14285714285714285,1.3422857142857143,0.0,1.4777777777777779,-4.377584485954656,2,22,1,0.5,1,0.0924,1.539999999999992,0
2024-03-03,Alex_Beginner,63,9,6,cutting,False,0.0,0,0.0,0,0,0,0,0.0,1780,98.2,197.8,66.2,1.4,6.9,2.9,5,2583,5,-1090,2870,7.9,6.2,21.6,28.1,95.1,6,0,70.88,26.05,15.0,7.5,40.8,63,4.5,0.052,1949.0,121.20000000000002,7.928571428571429,0.7714285714285715,70.30428571428571,0.027999999999977414,100.0,0.14285714285714285,0.5621333333333333,0.0,0.7777777777777777,-15.378103837471784,2,22,1,0.5,1,0.0525,5.25,0
2024-03-04,Alex_Beginner,64,10,0,cutting,False,0.0,0,0.0,0,0,0,0,0.0,2113,99.2,154.0,122.2,1.4,5.4,2.1,4,2067,0,-770,2883,9.1,7.1,21.1,24.1,86.4,15,1,70.74,26.06,15.1,7.2,47.8,61,5.9,0.051,2024.0,121.38571428571427,8.028571428571428,0.7714285714285715,70.34857142857143,0.162615384615377,100.0,0.14285714285714285,0.5752203389830507,0.0,0.7777777777777777,-10.884930732258978,2,22,1,0.5,1,0.0504,-0.980000000000004,0
2024-03-05,Alex_Beginner,65,10,1,cutting,True,5.4,3563,7.0,67,3,2,23,2.7,1724,113.1,223.8,41.9,1.6,7.8,2.7,5,3496,5,-1156,2881,8.1,6.7,22.8,20.4,93.0,5,1,71.02,26.09,15.0,27.4,47.8,61,5.3,0.192,2044.857142857143,123.45714285714284,8.028571428571428,0.7714285714285715,70.4542857142857,0.34369230769227904,105.4,0.14285714285714285,0.6042641509433962,0.5934065934065935,0.888888888888889,-16.27710504083357,2,22,1,0.5,1,0.19179999999999997,1.960000000000008,0
2024-03-06,Alex_Beginner,66,10,2,cutting,False,0.0,0,0.0,0,0,0,0,0.0,1583,99.4,222.3,33.3,1.4,7.8,2.6,3,2204,5,-1303,2885,7.8,9.3,20.7,24.1,90.6,50,0,70.78,26.1,15.1,7.2,50.8,60,5.8,0.051,1918.0,118.84285714285714,7.942857142857143,0.7714285714285715,70.55,0.33861538461536317,105.4,0.14285714285714285,0.8145517241379311,0.0,0.7777777777777777,-18.40915512856739,2,22,1,0.5,1,0.0504,-1.6799999999999642,0
2024-03-07,Alex_Beginner,67,10,3,cutting,True,5.4,5319,6.0,68,3,2,29,3.5,1710,111.9,181.1,59.8,1.58,6.3,2.4,4,2075,5,-1171,2881,7.8,6.6,19.9,24.5,92.7,29,1,71.47,26.12,14.9,23.0,40.1,63,6.5,0.161,1869.5714285714287,115.15714285714287,7.885714285714285,1.542857142857143,70.7042857142857,0.6086153846153589,110.80000000000001,0.2857142857142857,0.40716923076923073,0.6136363636363636,0.8777777777777778,-16.38449699174479,2,22,1,0.5,1,0.161,4.829999999999984,0
2024-03-08,Alex_Beginner,68,10,4,cutting,False,0.0,0,0.0,0,0,0,0,0.0,1619,151.5,255.3,33.3,2.12,8.9,3.2,5,2107,5,-1274,2893,6.1,8.8,15.1,23.3,88.0,13,3,71.27,26.13,15.1,8.7,53.6,59,4.6,0.061,1869.7142857142858,122.72857142857144,7.742857142857142,1.542857142857143,70.89857142857143,0.7086153846153538,110.80000000000001,0.2857142857142857,1.0253913043478264,0.0,1.1777777777777778,-17.875684018521117,2,22,1,0.5,1,0.060899999999999996,-1.40000000000002,0
2024-03-09,Alex_Beginner,69,10,5,cutting,True,5.4,3752,8.2,61,3,2,28,2.9,2189,114.4,171.5,116.1,1.61,6.0,2.2,3,1610,0,-701,2890,7.6,8.6,16.4,22.6,76.4,6,2,71.59,26.17,15.0,42.6,48.9,60,4.8,0.298,1816.857142857143,112.52857142857144,7.771428571428571,2.3142857142857145,71.10714285714286,0.8133846153846025,116.20000000000002,0.42857142857142855,0.876125,0.6279069767441862,0.8944444444444445,-9.791870372957117,2,22,1,0.5,1,0.2982,2.2400000000000517,0
2024-03-10,Alex_Beginner,70,10,6,cutting,False,0.0,0,0.0,0,0,0,0,0.0,2007,118.9,249.9,59.0,1.66,8.7,2.8,3,2598,5,-889,2895,9.0,8.7,24.9,18.5,83.8,11,1,72.47,26.18,14.9,8.0,47.5,61,5.3,0.056,1849.2857142857142,115.48571428571428,7.928571428571429,2.3142857142857145,71.33428571428571,1.0124615384615159,116.20000000000002,0.42857142857142855,0.7797169811320754,0.0,0.9222222222222222,-12.267145025527805,2,22,1,0.5,1,0.056,6.159999999999968,0
2024-03-11,Alex_Beginner,71,11,0,vacation,False,0.0,0,0.0,0,0,0,0,0.0,2209,125.7,224.8,89.7,1.73,7.9,3.1,5,2008,0,-701,2910,7.2,7.9,21.6,24.6,80.8,32,1,72.44,26.18,16.0,3.3,47.8,61,4.6,0.023,1863.0,119.27142857142859,7.657142857142857,2.3142857142857145,71.57714285714285,1.2467692307692206,116.20000000000002,0.42857142857142855,0.820913043478261,0.0,0.961111111111111,-9.676974047487576,3,22,1,0.5,1,0.0231,-0.21000000000000796,0
2024-03-12,Alex_Beginner,72,11,1,vacation,False,0.0,0,0.0,0,0,0,0,0.0,2371,101.4,292.6,88.4,1.4,10.2,2.7,5,2496,5,-538,2910,8.7,5.9,24.0,21.1,83.8,27,1,72.28,26.18,16.0,4.8,52.2,59,5.2,0.033,1955.4285714285713,117.60000000000001,7.742857142857143,1.542857142857143,71.75714285714285,1.3526153846153661,116.20000000000002,0.2857142857142857,0.5922692307692308,0.0,0.7777777777777777,-7.443276148312119,3,22,1,0.5,1,0.0336,-1.1199999999999761,0
2024-03-13,Alex_Beginner,73,11,2,vacation,False,0.0,0,0.0,0,0,0,0,0.0,2217,110.7,237.2,91.7,1.53,8.3,2.8,5,2136,5,-690,2907,9.2,9.1,21.4,25.4,94.0,10,2,72.68,26.18,15.9,3.8,43.4,62,4.2,0.027,2046.0,119.21428571428571,7.942857142857142,1.542857142857143,72.02857142857142,1.4376923076922996,116.20000000000002,0.2857142857142857,0.9403333333333332,0.0,0.85,-9.493670886075948,3,22,1,0.5,1,0.0266,2.80000000000004,0
2024-03-14,Alex_Beginner,74,11,3,vacation,True,3.6,3694,7.7,66,2,1,26,2.5,1995,101.8,303.9,41.4,1.4,10.6,2.7,4,2015,5,-919,2914,7.6,8.6,31.7,21.3,98.0,7,0,72.41,26.2,16.1,15.4,58.6,57,5.8,0.108,2086.714285714286,117.77142857142857,7.914285714285714,1.2857142857142858,72.16285714285713,1.4543076923076792,119.80000000000001,0.2857142857142857,0.8688965517241379,0.4186046511627907,0.7777777777777777,-12.69161717994752,3,22,1,0.5,1,0.1078,-1.8900000000000716,0
2024-03-15,Alex_Beginner,75,11,4,vacation,False,0.0,0,0.0,0,0,0,0,0.0,2432,138.5,363.9,46.9,1.91,12.7,2.9,4,2507,0,-477,2909,7.8,7.2,21.7,25.1,95.2,16,2,72.03,26.2,16.1,4.9,33.4,65,4.4,0.035,2202.8571428571427,115.91428571428573,8.157142857142857,1.2857142857142858,72.27142857142857,1.2219999999999718,119.80000000000001,0.2857142857142857,0.5465454545454544,0.0,1.0611111111111111,-6.622240733027905,3,22,1,0.5,1,0.034300000000000004,-2.659999999999968,0
2024-03-16,Alex_Beginner,76,11,5,vacation,False,0.0,0,0.0,0,0,0,0,0.0,2665,100.8,255.1,137.9,1.4,8.9,2.7,3,1772,5,-238,2903,8.4,7.8,21.8,21.2,85.9,8,0,72.3,26.21,15.9,5.4,52.9,59,5.1,0.038,2270.8571428571427,113.97142857142856,8.27142857142857,0.5142857142857143,72.37285714285714,1.0292307692307403,119.80000000000001,0.14285714285714285,0.8090588235294118,0.0,0.7777777777777777,-3.2918395573997237,3,22,1,0.5,1,0.0378,1.8899999999999721,0
2024-03-17,Alex_Beginner,77,11,6,vacation,False,0.0,0,0.0,0,0,0,0,0.0,2251,118.8,273.6,75.7,1.64,9.6,2.9,3,2137,5,-657,2907,7.8,9.0,26.3,25.1,93.2,31,0,72.22,26.21,16.0,4.4,46.1,61,4.6,0.031,2305.714285714286,113.95714285714287,8.1,0.5142857142857143,72.33714285714285,0.9267692307691926,119.80000000000001,0.14285714285714285,0.9019565217391305,0.0,0.911111111111111,-9.097202990861257,3,22,1,0.5,1,0.0308,-0.5599999999999881,0
2024-03-18,Alex_Beginner,78,12,0,building,False,0.0,0,0.0,0,0,0,0,0.0,1950,104.9,466.5,33.3,1.45,16.3,2.7,5,2690,0,-955,2906,7.9,8.2,16.9,23.9,87.8,10,2,71.98,26.22,16.1,9.6,55.9,58,5.1,0.067,2268.714285714286,110.98571428571428,8.200000000000001,0.5142857142857143,72.27142857142857,0.7027692307692273,119.80000000000001,0.14285714285714285,0.8987843137254901,0.0,0.8055555555555555,-13.267574326201721,1,22,1,0.5,1,0.0672,-1.6799999999999642,0
2024-03-19,Alex_Beginner,79,12,1,building,False,0.0,0,0.0,0,0,0,0,0.0,2365,128.7,274.7,83.5,1.79,9.6,2.3,4,1735,5,-537,2902,7.6,8.2,21.3,26.0,91.0,5,1,71.95,26.23,16.0,10.2,49.4,60,5.5,0.072,2267.8571428571427,114.88571428571429,8.042857142857143,0.5142857142857143,72.22428571428571,0.4992307692307428,119.80000000000001,0.14285714285714285,0.7365090909090907,0.0,0.9944444444444445,-7.463516330785267,1,22,1,0.5,1,0.07139999999999999,-0.21000000000000796,0
2024-03-20,Alex_Beginner,80,12,2,building,False,0.0,0,0.0,0,0,0,0,0.0,2552,115.9,295.8,100.5,1.61,10.4,2.0,5,2502,5,-350,2901,9.4,7.8,16.8,19.6,88.3,73,2,72.44,26.24,15.9,10.3,43.4,62,5.4,0.072,2315.714285714286,115.62857142857142,8.071428571428571,0.5142857142857143,72.19,0.3096923076923025,119.80000000000001,0.14285714285714285,0.6268888888888888,0.0,0.8944444444444445,-4.831584759801215,1,22,1,0.5,1,0.0721,3.429999999999964,0
2024-03-21,Alex_Beginner,81,12,3,building,True,6.0,6094,8.0,58,3,3,45,4.2,1579,133.6,284.3,33.3,1.84,10.0,2.4,3,1688,0,-1331,2910,8.2,7.8,18.0,27.5,98.0,17,2,72.6,26.28,16.0,44.3,39.6,63,4.1,0.31,2256.285714285714,120.17142857142858,8.157142857142857,0.8571428571428571,72.21714285714286,0.2603076923076777,125.80000000000001,0.14285714285714285,0.7533658536585367,0.6521739130434783,1.0222222222222221,-18.333333333333336,1,22,1,0.5,1,0.3101,1.1199999999999761,0
2024-03-22,Alex_Beginner,82,12,4,building,False,0.0,0,0.0,0,0,0,0,0.0,2691,110.7,247.1,139.9,1.52,8.6,2.7,3,2555,0,-221,2912,7.1,8.0,27.6,22.8,98.0,5,4,73.48,26.29,15.8,13.6,44.7,62,4.5,0.095,2293.285714285714,116.2,8.057142857142857,0.8571428571428571,72.42428571428572,0.3059999999999975,125.80000000000001,0.14285714285714285,0.7946666666666666,0.0,0.8444444444444444,-3.0076211213935764,1,22,1,0.5,1,0.09519999999999999,6.160000000000068,0
2024-03-23,Alex_Beginner,83,12,5,building,True,6.0,4337,7.0,45,3,3,28,2.9,2515,102.9,241.3,126.5,1.4,8.4,3.0,4,2254,0,-413,2927,7.3,7.8,22.2,20.7,89.5,18,1,73.41,26.32,16.0,31.5,46.2,61,4.1,0.221,2271.8571428571427,116.5,7.8999999999999995,1.7142857142857142,72.58285714285714,0.3435384615384551,131.8,0.2857142857142857,0.8789268292682928,0.7228915662650601,0.7777777777777777,-5.625936520909958,1,22,1,0.5,1,0.2205,-0.4900000000000517,0
2024-03-24,Alex_Beginner,84,12,6,building,False,0.0,0,0.0,0,0,0,0,0.0,2507,112.2,339.3,77.9,1.53,11.9,2.2,5,2283,0,-419,2926,8.6,8.7,24.9,25.4,91.8,17,2,74.0,26.33,15.9,8.8,43.9,62,3.4,0.061,2308.4285714285716,115.55714285714285,8.014285714285714,1.7142857142857142,72.83714285714287,0.6461538461538303,131.8,0.2857142857142857,1.1233235294117647,0.0,0.85,-5.662162162162162,1,22,1,0.5,1,0.0616,4.130000000000024,0
2024-03-25,Alex_Beginner,85,13,0,building,False,0.0,0,0.0,0,0,0,0,0.0,2054,135.8,247.3,57.9,1.84,8.7,2.8,5,1039,0,-882,2936,8.4,7.0,26.0,28.5,89.0,27,1,73.92,26.34,16.0,6.9,51.8,59,2.9,0.048,2323.285714285714,119.97142857142856,8.085714285714285,1.7142857142857142,73.11428571428571,0.8787692307692203,131.8,0.2857142857142857,1.2503448275862068,0.0,1.0222222222222221,-11.931818181818182,1,22,1,0.5,1,0.0483,-0.5599999999999881,0
2024-03-26,Alex_Beginner,86,13,1,building,False,0.0,0,0.0,0,0,0,0,0.0,2439,103.5,209.2,132.1,1.4,7.3,3.1,3,1942,5,-496,2935,7.4,7.1,22.5,19.2,84.8,6,2,73.85,26.35,16.0,7.9,42.7,62,3.5,0.055,2333.8571428571427,116.37142857142855,8.057142857142859,1.7142857142857142,73.38571428571429,1.0149230769230688,131.8,0.2857142857142857,0.8662000000000001,0.0,0.7777777777777777,-6.7163168584969535,1,22,1,0.5,1,0.0553,-0.4900000000000517,0
2024-03-27,Alex_Beginner,87,13,2,building,False,0.0,0,0.0,0,0,0,0,0.0,2573,126.5,259.1,114.5,1.71,9.1,1.5,3,2771,5,-360,2933,8.4,7.2,22.9,25.7,87.1,5,0,73.6,26.36,16.1,9.4,43.9,62,4.2,0.066,2336.8571428571427,117.88571428571429,7.914285714285714,1.7142857142857142,73.55142857142857,1.1450769230768973,131.8,0.2857142857142857,0.7525714285714286,0.0,0.95,-4.891304347826087,1,22,1,0.5,1,0.0658,-1.75,0
2024-03-28,Alex_Beginner,88,13,3,building,True,6.0,5534,8.1,84,3,3,41,3.0,2128,117.8,281.6,58.9,1.6,9.9,2.3,5,1401,5,-801,2929,8.7,6.1,21.5,20.1,87.0,23,4,74.09,26.41,15.9,45.2,40.6,63,4.7,0.316,2415.285714285714,115.62857142857145,7.985714285714286,1.7142857142857142,73.76428571428572,1.2826153846153705,137.8,0.2857142857142857,0.526936170212766,0.6185567010309279,0.888888888888889,-10.811175597246592,1,22,1,0.5,1,0.3164,3.4300000000000637,0
2024-03-29,Alex_Beginner,89,13,4,building,False,0.0,0,0.0,0,0,0,0,0.0,2153,118.4,242.4,78.8,1.6,8.5,2.5,5,1837,5,-785,2938,7.3,5.7,17.2,26.5,84.6,9,2,73.72,26.42,16.1,8.6,46.8,61,3.3,0.06,2338.4285714285716,116.72857142857143,8.014285714285714,1.7142857142857142,73.79857142857142,1.206769230769203,137.8,0.2857142857142857,0.8083636363636363,0.0,0.888888888888889,-10.648399348887683,1,22,1,0.5,1,0.060200000000000004,-2.590000000000032,0
2024-03-30,Alex_Beginner,90,13,5,building,True,6.0,4825,7.8,42,3,3,34,3.3,2891,195.8,291.0,104.9,2.66,10.2,2.8,5,2409,5,-40,2931,6.1,8.7,25.4,25.1,88.5,5,3,74.35,26.49,15.9,67.4,46.1,61,5.2,0.472,2392.1428571428573,130.0,7.8428571428571425,1.7142857142857142,73.93285714285715,1.26723076923075,143.8,0.2857142857142857,0.7712884615384615,0.8450704225352114,1.4777777777777779,-0.5379959650302624,1,22,1,0.5,1,0.4718,4.409999999999968,0
2024-01-01,Sarah_Intermediate,1,1,0,building,False,0.0,0,0.0,0,0,0,0,0.0,2361,97.9,170.6,142.9,1.58,6.0,2.4,5,2565,0,67,2293,8.2,8.4,25.2,27.1,90.9,5,1,62.34,17.41,21.9,1.6,58.1,58,4.5,0.011,2361.0,97.9,8.2,0.0,62.34,,0.0,0.0,1.0845333333333333,0.0,0.8777777777777778,1.0747513634905357,1,28,0,3.2,2,0.0112,,2
2024-01-02,Sarah_Intermediate,2,1,1,building,True,6.0,3443,7.8,60,3,3,28,3.8,2215,104.9,207.2,107.4,1.68,7.3,1.8,3,536,5,-84,2299,7.6,7.4,22.8,28.3,98.0,5,2,62.28,17.41,22.0,4.2,41.5,63,3.9,0.029,2288.0,101.4,7.8999999999999995,3.0,62.31,,6.0,0.5,0.7874358974358975,0.6976744186046512,0.9333333333333332,-1.348747591522158,1,28,0,3.2,2,0.029400000000000003,-0.4200000000000159,2
2024-01-03,Sarah_Intermediate,3,1,2,building,True,6.0,4845,7.3,67,3,3,36,3.4,1706,87.2,261.3,34.6,1.4,9.1,2.1,3,1194,5,-592,2298,6.6,7.2,23.5,25.5,97.1,32,1,61.94,17.41,22.1,2.3,36.7,64,4.6,0.016,2094.0,96.66666666666667,7.466666666666666,4.0,62.18666666666667,,12.0,0.6666666666666666,0.5744347826086957,0.7894736842105263,0.7777777777777777,-9.557636422344205,1,28,0,3.2,2,0.0161,-2.380000000000024,2
2024-01-04,Sarah_Intermediate,4,1,3,building,False,0.0,0,0.0,0,0,0,0,0.0,2240,110.2,189.2,115.8,1.78,6.6,1.7,5,2122,5,-53,2292,7.7,9.0,17.6,21.1,95.4,6,2,61.95,17.41,22.0,1.2,47.3,61,3.1,0.008,2130.5,100.05000000000001,7.5249999999999995,3.0,62.1275,,12.0,0.5,1.3732258064516127,0.0,0.9888888888888889,-0.8555286521388216,1,28,0,3.2,2,0.0084,0.07000000000003581,2
2024-01-05,Sarah_Intermediate,5,1,4,building,True,6.0,2802,6.2,66,3,3,18,3.0,2438,136.1,277.6,87.0,2.2,9.7,2.1,4,2540,0,146,2292,6.5,8.9,20.6,19.7,83.5,13,2,61.27,17.41,22.2,2.9,57.8,58,4.4,0.02,2192.0,107.25999999999999,7.32,3.6,61.956,,18.0,0.6,1.1691363636363634,0.8,1.2222222222222223,2.382895381100049,1,28,0,3.2,2,0.0203,-4.759999999999998,2
2024-01-06,Sarah_Intermediate,6,1,5,building,True,6.0,4850,7.2,69,3,3,36,3.5,2349,86.0,275.8,100.2,1.4,9.7,2.1,4,730,0,68,2281,6.9,8.4,24.2,23.3,79.8,5,0,61.53,17.41,21.9,3.3,59.0,57,3.1,0.023,2218.1666666666665,103.71666666666665,7.25,4.0,61.885,,24.0,0.6666666666666666,1.598709677419355,0.7594936708860759,0.7777777777777777,1.1051519583942793,1,28,0,3.2,2,0.0231,1.819999999999986,2
2024-01-07,Sarah_Intermediate,7,1,6,building,False,0.0,0,0.0,0,0,0,0,0.0,2696,106.9,339.0,101.4,1.74,11.9,1.9,4,1151,5,411,2285,8.1,10.0,19.5,28.6,83.5,11,1,61.4,17.41,22.1,1.6,60.1,57,3.4,0.011,2286.4285714285716,104.17142857142858,7.371428571428571,3.4285714285714284,61.81571428571429,-1.2475000000000047,24.0,0.5714285714285714,1.7676470588235293,0.0,0.9666666666666667,6.693811074918567,1,28,0,3.2,2,0.0112,-0.9100000000000179,2
2024-01-08,Sarah_Intermediate,8,2,0,building,False,0.0,0,0.0,0,0,0,0,0.0,2473,123.6,222.3,121.0,2.01,7.8,2.3,3,2013,5,190,2283,8.1,8.2,26.4,22.5,86.7,5,1,61.1,17.41,22.1,1.3,31.3,66,4.2,0.009,2302.4285714285716,107.84285714285716,7.357142857142856,3.4285714285714284,61.638571428571424,-1.2491666666666579,24.0,0.5714285714285714,0.611095238095238,0.0,1.1166666666666665,3.109656301145663,1,28,0,3.2,2,0.0091,-2.09999999999998,2
2024-01-09,Sarah_Intermediate,9,2,1,building,True,6.0,3633,6.9,68,3,3,26,3.3,2092,85.5,204.4,103.5,1.4,7.2,1.9,3,2075,0,-186,2278,7.3,6.7,19.5,22.6,95.4,22,5,61.33,17.41,21.9,3.2,36.9,64,4.7,0.022,2284.8571428571427,105.07142857142857,7.314285714285715,3.4285714285714284,61.50285714285714,-1.0593333333333388,30.0,0.5714285714285714,0.5260212765957446,0.7228915662650601,0.7777777777777777,-3.0327735203000166,1,28,0,3.2,2,0.0224,1.6099999999999781,2
2024-01-10,Sarah_Intermediate,10,2,2,building,True,6.0,5350,8.8,53,3,3,48,3.5,2214,121.3,295.1,61.0,1.98,10.3,1.8,5,2271,5,-68,2282,9.1,7.6,26.4,30.6,85.6,40,1,61.49,17.42,21.9,5.8,43.4,62,4.5,0.041,2357.4285714285716,109.94285714285715,7.671428571428572,3.4285714285714284,61.43857142857143,-0.8438181818181374,36.0,0.5714285714285714,0.7329777777777777,0.594059405940594,1.0999999999999999,-1.1058708733127338,1,28,0,3.2,2,0.0406,1.1200000000000259,2
